did,all_exp
ID12512,RNAi ;feeding-1mM ;48h
ID12228,RNAi ;feeding-1mM ;34h
ID12265,RNAi ;feeding-1mM ;34h
ID12267,RNAi ;feeding-1mM ;34h
ID12269,RNAi ;feeding-1mM ;34h
ID12270,RNAi ;feeding-1mM ;34h
ID12385,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12386,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12387,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12388,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12389,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12390,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12663,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12664,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12666,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12667,RNAi-III1K08 ;feeding ;3mM_48h
ID12668,RNAi-III1K08 ;feeding ;3mM_48h
ID12669,RNAi-III1K08 ;feeding ;3mM_48h
ID12670,RNAi-III1K08 ;feeding ;3mM_48h
ID12672,RNAi-III1K08 ;feeding ;3mM_48h
ID12400,RNAi-III1K08 ;feeding ;3mM_48h
ID12401,RNAi-III1K08 ;feeding ;3mM_48h
ID12402,RNAi-III1K08 ;feeding ;3mM_48h
ID12590,RNAi-III1K08 ;feeding ;3mM_48h
ID12591,RNAi-III1K08 ;feeding ;3mM_48h
ID12592,RNAi-III1K08 ;feeding ;3mM_48h
ID12593,RNAi-III1K08 ;feeding ;3mM_48h
ID12596,RNAi-III1K08 ;feeding ;3mM_48h
ID12597,RNAi-III1K08 ;feeding ;3mM_48h
